Date Scraped,Title,news_summary,news_card_image,Date Published,Link,Publication,Author,text,id,predicted_category,similarity,cluster,cluster_size
2025-05-12,2026 kia carnival price and specs,"the eight-seat kia carnival has two new additions to the lineup for 2025, with more affordable hybrid versions available.",https://images.7news.com.au/publication/C-18653010/db0fabb14f11288a3f7dad55eb987b62b0e684ba-16x9-x0y244w4672h2628.jpg,2025-05-11 9:01 AM,https://7news.com.au/motoring/2026-kia-carnival-price-and-specs-c-18653010,7news.com.au,damion smy,"2026 kia carnival price and specs 

 the eight-seat kia carnival has two new additions to the lineup for 2025, with more affordable hybrid versions available.",278,lifestyle,0.5812810659408569,1,412
2025-05-12,australia news live: husic says gaza a ‘factor’ in being dropped from cabinet; price confirms run for liberal deputy leader,nil,https://i.guim.co.uk/img/media/6acf787cc79bd22096a314d3b16dac260f934665/556_0_4560_3648/master/4560.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=d0728fe108fd5f68e1f0550c7a678230,2025-05-11 9:48 AM,https://www.theguardian.com/australia-news/live/2025/may/11/australia-news-live-liberal-leadership-jacinta-price-angus-taylor-labor-cabinet-anthony-albanese-ntwnfb,australia news | the guardian,rafqa touma,"australia news live: husic says gaza a ‘factor’ in being dropped from cabinet; price confirms run for liberal deputy leader 

 ",279,politics,0.4486844837665558,1,412
2025-05-12,jacinta nampijinpa price announces candidacy for deputy leader of liberal party,jacinta nampijinpa price has announced her bold plan just days after defecting to the liberal party room — a move that had some brand her a “traitor”.,https://content.api.news/v3/images/bin/6e68668e49478500fb0982ee984f7c68?width=320,2025-05-11 9:34 AM,https://www.news.com.au/finance/work/leaders/jacinta-nampijinpa-price-announces-candidacy-for-deputy-leader-of-liberal-party/news-story/278e5b79d21829430213d30f3177e305?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"jacinta nampijinpa price announces candidacy for deputy leader of liberal party 

 jacinta nampijinpa price has announced her bold plan just days after defecting to the liberal party room — a move that had some brand her a “traitor”.",280,politics,0.4901716411113739,1,412
2025-05-12,defector’s huge move amid lib leadership squabble,"just days after her controversial defection to the liberal party, jacinta nampijinpa price has taken an even bolder step.",https://content.api.news/v3/images/bin/235d1ef516e710f055331f8d63c8caa5?width=320,2025-05-11 9:05 AM,https://www.news.com.au/national/politics/price-backs-angus-taylor-for-liberal-leader-announces-deputy-bid/news-story/f939e64d363261d7498091030482d491?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"defector’s huge move amid lib leadership squabble 

 just days after her controversial defection to the liberal party, jacinta nampijinpa price has taken an even bolder step.",281,politics,0.5490896105766296,1,412
2025-05-12,"india, pakistan trade blame for ceasefire breakdown | abc news",nil,,2025-05-11 8:43 AM,https://www.youtube.com/watch?v=OgRgvIIVBgg,abc news (australia),abc news (australia),"india, pakistan trade blame for ceasefire breakdown | abc news 

 ",282,politics,0.47654908895492554,1,412
2025-05-12,nrl coaches todd payten and ivan cleary lay into ‘frustrating’ refereeing issues: ‘get it right’,one had to hold himself back from swearing while the other called out a moment that ‘hurts a bit more’.,https://images.7news.com.au/publication/C-18652866/5d3f8c8231731f9a6fe211c3273f9d26f68c830a-16x9-x0y0w1280h720.jpg,2025-05-11 8:56 AM,https://7news.com.au/sport/rugby-league/nrl-coaches-todd-payten-and-ivan-cleary-lay-into-frustrating-refereeing-issues-get-it-right-c-18652866,7news.com.au,jasper bruce,"nrl coaches todd payten and ivan cleary lay into ‘frustrating’ refereeing issues: ‘get it right’ 

 one had to hold himself back from swearing while the other called out a moment that ‘hurts a bit more’.",283,sports,0.5244186520576477,1,412
2025-05-12,india and pakistan accuse each other of breaking ceasefire as explosions rock border region,pakistan’s prime minister has declared ‘victory’ as tensions remain on a knife-edge between the two countries.,https://images.7news.com.au/publication/C-18652738/2337b9c98dc17fcef228b72a268d2cbf3bd6f7a6-16x9-x0y0w1280h720.png,2025-05-11 8:45 AM,https://7news.com.au/news/india-and-pakistan-blame-each-other-for-ceasefire-violation-as-explosions-rock-border-region-c-18652738,7news.com.au,digital staff,"india and pakistan accuse each other of breaking ceasefire as explosions rock border region 

 pakistan’s prime minister has declared ‘victory’ as tensions remain on a knife-edge between the two countries.",284,politics,0.4715336263179779,1,412
2025-05-12,"trump to start tour of the middle east, with fears over new israeli offensive | 9 news australia",nil,,2025-05-11 8:11 AM,https://www.youtube.com/watch?v=hCAmdwu9zwE,9news australia,9 news australia,"trump to start tour of the middle east, with fears over new israeli offensive | 9 news australia 

 ",285,politics,0.44504815340042114,1,412
2025-05-12,alex de minaur confronts unruly fan at italian open as umpire forced to intervene,‘who was it? who was it?’,https://images.7news.com.au/publication/C-18652646/fb0451f59a1d20a909a357f56bb029e2e1fa7d06-16x9-x0y0w1280h720.jpg,2025-05-11 8:12 AM,https://7news.com.au/sport/tennis/alex-de-minaur-confronts-unruly-fan-at-italian-open-as-umpire-forced-to-intervene-c-18652646,7news.com.au,ian chadband,"alex de minaur confronts unruly fan at italian open as umpire forced to intervene 

 ‘who was it? who was it?’",286,sports,0.5108137726783752,1,412
2025-05-12,body found in search for missing elderly woman at central coast beach,the elderly woman was reported missing on thursday.,https://images.7news.com.au/publication/C-18652507/97ef6ee4409615b7178aa9cfaf358405a27a73fd-16x9-x0y0w1280h720.png,2025-05-11 8:04 AM,https://7news.com.au/news/body-found-in-search-for-missing-elderly-woman-at-central-coast-beach-c-18652507,7news.com.au,jed ahern,"body found in search for missing elderly woman at central coast beach 

 the elderly woman was reported missing on thursday.",287,lifestyle,0.5688017010688782,1,412
2025-05-12,police nab tonne of cocaine off coast of nsw,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/7debef428bfa088468aa837f48816bff35ee0c2a",2025-05-11 8:09 AM,https://www.smh.com.au/national/police-nab-tonne-of-cocaine-off-coast-of-nsw-20250511-p5ly6a.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"police nab tonne of cocaine off coast of nsw 

 ",288,sports,0.5515619516372681,1,412
2025-05-12,"author trent dalton announces new book, his most personal yet",nil,,2025-05-11 8:00 AM,https://www.youtube.com/watch?v=SXci9f8G7iM,the australian,the australian,"author trent dalton announces new book, his most personal yet 

 ",289,music,0.4940944015979767,1,412
2025-05-12,"pope leo makes first trip outside of the vatican, as the new pope | 9 news australia",nil,,2025-05-11 7:46 AM,https://www.youtube.com/watch?v=VLR9jAR_zqI,9news australia,9 news australia,"pope leo makes first trip outside of the vatican, as the new pope | 9 news australia 

 ",290,politics,0.48073703050613403,0,32
2025-05-12,australian cricketers head back home after ipl cancelled amid india-pakistan conflict,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/9ec8a64fb9754867a4d379dbd5e509d0b37b5d39",2025-05-11 7:24 AM,https://www.smh.com.au/national/australian-cricketers-head-back-home-after-ipl-cancelled-amid-india-pakistan-conflict-20250511-p5ly64.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"australian cricketers head back home after ipl cancelled amid india-pakistan conflict 

 ",291,sports,0.44803041219711304,1,412
2025-05-12,explosions reported hours after india and pakistan reach ceasefire deal | 9 news australia,nil,,2025-05-11 7:38 AM,https://www.youtube.com/watch?v=wUzYXCxPECo,9news australia,9 news australia,"explosions reported hours after india and pakistan reach ceasefire deal | 9 news australia 

 ",292,politics,0.4828173518180847,1,412
2025-05-12,ken hinkley’s willie rioli admission after losing showdown thriller,the port adelaide coach could not overlook one clear fact in the wake narrow defeat without their goalsneak.,https://images.7news.com.au/publication/C-18652401/6abf3747179e82534c5ba1afccea20fd86e1362b-16x9-x0y0w1280h720.jpg,2025-05-11 7:30 AM,https://7news.com.au/sport/afl/ken-hinkleys-willie-rioli-admission-after-losing-showdown-thriller-c-18652401,7news.com.au,steve larkin,"ken hinkley’s willie rioli admission after losing showdown thriller 

 the port adelaide coach could not overlook one clear fact in the wake narrow defeat without their goalsneak.",293,sports,0.5790417194366455,1,412
2025-05-12,manhunt after trio storm home with machetes in sydney's east,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/3e4c3df20221ff8c9dbbbfce6b63457302caa159",2025-05-11 7:23 AM,https://www.smh.com.au/national/manhunt-after-trio-storm-home-with-machetes-in-sydneys-east-20250511-p5ly65.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"manhunt after trio storm home with machetes in sydney's east 

 ",294,politics,0.523547351360321,1,412
2025-05-12,in 1986 we asked: 'what's your mum like?' | abc news,nil,,2025-05-11 7:00 AM,https://www.youtube.com/watch?v=4TAhgt7oZzI,abc news (australia),abc news (australia),"in 1986 we asked: 'what's your mum like?' | abc news 

 ",295,politics,0.5093873739242554,1,412
2025-05-12,"flu deaths rise, vax rates low","an alarming spike in influenza has hit australia ahead of winter, with tens of thousands of cases and a sharp rise in deaths.",https://content.api.news/v3/images/bin/56a22fea70cae4a0f46ddc57c231987d?width=320,2025-05-11 7:04 AM,https://www.news.com.au/lifestyle/health/australia-records-unseasonal-flu-surge-health-experts-alarmed/news-story/66021be5be539ede057f4b1eed600514?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"flu deaths rise, vax rates low 

 an alarming spike in influenza has hit australia ahead of winter, with tens of thousands of cases and a sharp rise in deaths.",296,politics,0.5163102149963379,1,412
2025-05-12,to the mothers navigating the justice system this mother’s day: we see you and we honour you,nil,https://i.guim.co.uk/img/media/fea8dcc1813331b981539a00f84fc46061ea4892/528_0_2778_2224/master/2778.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=7e02f1747455ddfcbe04323885f45741,2025-05-11 6:00 AM,https://www.theguardian.com/commentisfree/2025/may/11/to-the-mothers-navigating-the-justice-system-this-mothers-day-we-see-you-and-we-honour-you,australia news | the guardian,maia ihemeje and yung prodigy,"to the mothers navigating the justice system this mother’s day: we see you and we honour you 

 ",297,music,0.5649863481521606,1,412
2025-05-12,"‘not a surprise’: what’s behind australia’s egg shortage, and is it here to stay?",nil,https://i.guim.co.uk/img/media/311d7b5d6d53f4f4e2c6e7926252d2179d8432d4/600_0_3000_2400/master/3000.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=17076686fd64421acb3b82f451017d50,2025-05-11 6:00 AM,https://www.theguardian.com/australia-news/2025/may/11/not-a-surprise-whats-behind-australias-egg-shortage-and-is-it-here-to-stay,australia news | the guardian,mandy mckeesick,"‘not a surprise’: what’s behind australia’s egg shortage, and is it here to stay? 

 ",298,politics,0.5001019239425659,1,412
2025-05-12,"koalas face death, attacks and starvation as blue gums chopped down in victoria",nil,https://i.guim.co.uk/img/media/002b4d4360ac5c24426ce7554dce8c8612acefb6/1149_0_5279_4225/master/5279.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=9ee99ba6e23a9a2dd096431c158be02d,2025-05-11 6:00 AM,https://www.theguardian.com/environment/2025/may/11/koalas-face-death-attacks-and-starvation-as-blue-gums-chopped-down-in-victoria,australia news | the guardian,petra stock,"koalas face death, attacks and starvation as blue gums chopped down in victoria 

 ",299,lifestyle,0.5403997898101807,1,412
2025-05-12,labor wants to boost productivity. does this mean australians need to work even harder?,nil,https://i.guim.co.uk/img/media/a1100ebacaaec2db28cc9f3ef10c74411447e71e/0_0_2500_2000/master/2500.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=9a32c081499b799c3358f036e6a69ff7,2025-05-11 6:00 AM,https://www.theguardian.com/australia-news/2025/may/11/labor-wants-to-boost-productivity-does-this-mean-australians-need-to-work-even-harder,australia news | the guardian,patrick commins economics editor,"labor wants to boost productivity. does this mean australians need to work even harder? 

 ",300,politics,0.5368867516517639,1,412
2025-05-12,australia has been hesitant – but could robots soon be delivering your pizza?,nil,https://i.guim.co.uk/img/media/33fdb9d0c6f449e64b0ec33a0a5a448c57dec263/0_0_3911_3129/master/3911.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=533b7140bd64d8b8008a9a77920eeafc,2025-05-11 6:00 AM,https://www.theguardian.com/technology/2025/may/11/australia-has-been-hesitant-but-could-robots-soon-be-delivering-your-pizza,australia news | the guardian,elias visontay transport and urban affairs reporter,"australia has been hesitant – but could robots soon be delivering your pizza? 

 ",301,politics,0.5388270020484924,1,412
2025-05-12,labor’s clean sweep in australian election suggests young male voters are bucking global trends. but why?,nil,https://i.guim.co.uk/img/media/cb6cbfe2aabd8892794170e80d0c2843414d540d/1733_1132_3934_3147/master/3934.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=5bbd7bec15af87cd0974c0d256199fbb,2025-05-11 6:00 AM,https://www.theguardian.com/australia-news/2025/may/11/labors-clean-sweep-in-australian-election-suggests-young-male-voters-are-bucking-global-trends-but-why,australia news | the guardian,caitlin cassidy,"labor’s clean sweep in australian election suggests young male voters are bucking global trends. but why? 

 ",302,politics,0.4424225091934204,1,412
